Company name;Org. no;Closure year;Currency;Num. of employees, stock company (pcs);EBITDA (k);Working capital (k);Distributable earnings (k);Turnover change (%);Changes in staff (%);Return on equity (%);Return on total assets (%);Liability interest (%);Risk buffer total assets (k);Return on Captial Employed (RoCE) (%)
Lecab Bilaktiebolag;5560629007;201912;SEK;164;35 041;134 001;92 046;5,57;0;25,8;14,7;0;14,7;37,29
Eton Group AB;5568762677;201912;SEK;249;163 877;162 274;222 206;11,61;5,96;17;10,5;2,2;8,4;14,9
Berg Group Holding AB;5569905200;201912;SEK;303;127 695;453 866;452 854;18;5,94;31,2;15,4;2,8;12,6;21,08
Office Depot Svenska AB;5560249558;201912;SEK;270;-7 658;73 598;121 974;-0,73;-1,46;-18,7;-3,7;2,7;-6,5;-12,32
Signify Denmark A/S;36967226;201912;DKK;100;10 925;78 093;25 714;-4,51;0;0,23;0,32;0,95;0;1,93
Mobility Motors Sweden AB;5566864301;201812;SEK;124;25 082;-11 281;50 694;17,66;3,33;28,3;8,7;1,3;7,4;18,46
Bring Cargo International AB;5568497951;201912;SEK;140;49 550;-3 984;27 735;2,86;-3,45;131,9;20,6;1,2;19,4;137,97
ALCON NORDIC A/S;15887478;201912;DKK;100;45 488;72 765;105 581;0,75;0;49,61;9,87;4,62;0;50,72
Essity Denmark A/S;20638613;201912;DKK;100;121 254;89 921;81 051;10,77;0;129,04;43,51;2,02;0;132,21
CONSTRUCTA ENTREPRENØR AS;990702411;201912;NOK;161;-26 150;26 769;-41 548;18,15;-7,47;-35,61;-8,18;18,24;-8,59;-43,47
Selecta AB;5560693318;201909;SEK;397;81 321;-22 340;96 097;2,32;0,25;29,4;10,5;4,3;6,2;43,36
Nordvästra Skånes Vatten och Avlopp AB;5567653786;201912;SEK;196;3 746;-3 730;1 000;10,58;0,51;12,3;0,3;0;0,3;12,59
Ymer Technology AB;5566883129;201912;SEK;227;22 943;137 158;109 284;31,92;29,71;2,8;1,5;1,2;0,4;3,05
Atlas Copco Compressor Aktiebolag;5561552794;201912;SEK;217;45 737;12 149;11 071;1,47;3,33;208,7;12,9;0,2;12,8;227,13
Craftor AB;5564721164;201912;SEK;134;61 945;55 540;59 143;34,13;6,35;98,3;25,5;0,6;24,9;98,57
Wernersson Ost AB;5564996097;201912;SEK;122;-5 573;68 749;67 959;3,37;6,09;-17,7;-4,1;0,7;-4,8;-15,76
SPF-DANMARK A/S;31744520;201909;DKK;200;36 729;-34 308;61 223;-11,56;0;23,46;7,53;2,53;0;27,48
AP & T Holding AB;5567728216;201912;SEK;413;70 085;114 075;208 577;13,61;-3,05;10,7;4;1,8;2,3;14,12
PON EQUIPMENT A/S;13711445;201912;DKK;100;37 540;47 920;26 324;3,7;0;30,38;28,9;0,09;0;33,8
MASKEGRUPPEN AS;914345421;201912;NOK;190;60 561;111 189;35 982;97 689,7;-6,86;29,96;16,61;52,39;16,21;31,7
Inission AB;5567471890;201912;SEK;448;69 884;161 041;119 977;32,47;21,41;33,9;11,6;2,2;9,3;24,06
Marenor AB;5564300985;201912;SEK;171;5 909;21 361;109 172;-8,32;-6,56;-79,7;-1,6;33;-34,5;-5,24
Rejmes Bilaktiebolag;5560451741;201912;SEK;153;37 776;276 260;463 372;3,13;0,66;7,8;6,3;4,4;1,9;8,65
Byggmästar´n i Skåne Aktiebolag;5564635273;201912;SEK;188;45 154;166 546;185 480;-1,4;-1,05;24;10,9;0,2;10,7;20,35
AE5 2012 Holding AB;5569518011;201912;SEK;478;46 902;1 947;41 756;-3,79;-7,54;-19,7;0,8;4,8;-0,9;6,35
SAS INSTITUTE A/S;75163517;201612;DKK;200;-45 953;-157 103;-76 953;0;0;203,28;-5,01;-30,26;0;164,22
Departments & Stores Europe AB;5565418778;201908;SEK;369;11 535;38 665;45 641;0,76;-1,07;1,9;1,3;1,1;0,2;4,89
JOAB-Gruppen AB;5565974853;201908;SEK;266;58 445;109 225;163 464;11,74;9,92;28,9;14,9;1,2;13,8;26,77
Svensk dos AB;5568699143;201912;SEK;140;-5 938;25 656;26 174;79,46;42,86;-42,7;-7;0,3;-7,3;-55,88
Blomängen Holding AB;5591750921;201912;SEK;259;54 279;-87 343;29 271;238,78;175,53;10,3;3,6;1,4;2,3;5,6
Bonliva AB;5568572886;201812;SEK;376;60 757;96 184;104 599;37;20,13;58;33,8;0,1;33,7;58,07
ED Gruppen AB;5567826176;201912;SEK;220;54 070;-87 501;203 598;-5,73;-21,71;11,6;3,7;1,3;2,4;5,91
Svenstigs Bil AB;5564253283;201912;SEK;147;9 855;-36 941;70 872;16,96;3,52;20,7;4,9;0,9;4;7
Kemetyl Holding AB;5567148779;201912;SEK;164;55 200;-17 300;-192 100;2,5;3,8;10,4;7,3;6,2;1,1;10,78
BGC Holding AB;5566070933;201912;SEK;165;136 338;636 048;591 160;5,99;-30,67;16,4;13,7;1,2;12,5;16,58
Nordic Food Group AB;5562588524;201904;SEK;334;84 468;281 285;249 476;-11,04;-10,46;19,9;8,3;1,2;7,1;10,82
Erik Hemberg Fastighets AB;5565251104;201912;SEK;282;74 862;282 924;363 572;413,68;115,27;9,5;3,1;1,2;1,9;4,64
International Färg Aktiebolag;5564949666;201812;SEK;141;17 128;57 597;93 999;2,07;0;8,9;3;0;2,9;9,5
Sundsporten AB;5561956649;201912;SEK;153;71 718;137 490;267 392;-2,53;2;22,6;14,7;1,3;13,4;19,08
JOAB Försäljnings Aktiebolag;5563156008;201908;SEK;247;46 138;104 956;58 880;25,87;8,33;42,6;17,3;0,4;16,9;72,34
Lyko Online AB;5567409502;201912;SEK;154;55 338;40 010;27 998;27,96;45,28;62,4;9,9;0,4;9,5;41,22
Uponor Infra AB;5569113813;201912;SEK;149;78 879;143 739;137 475;-11,27;-1,97;32,9;16,5;0,9;15,6;42,71
Leröy Smögen Seafood AB;5560514357;201912;SEK;172;-2 149;12 412;64 805;13,51;12,42;-23,8;-5,6;1,2;-6,8;-7,88
Knapen Aktiebolag;5565905659;201908;SEK;264;58 010;174 774;342 499;6,03;3,53;15,7;9,8;1,2;8,6;12,56
Öckeröborgen AB;5567237622;201904;SEK;249;72 979;92 429;148 091;36,88;8,26;37,3;12,9;0,5;12,3;24,87
MediCarrier Aktiebolag;5565436168;201912;SEK;164;7 329;53 859;37 259;7,97;16,31;7,9;2,4;0,4;2;8,85
EXPERIS AS;982683955;201912;NOK;102;26 398;43 218;41 910;28,69;13,33;16,21;7,68;47,24;7,64;16,25
Zoo Support Scandinavia AB;5565826269;201909;SEK;107;59 778;35 552;68 484;20,04;10,31;70,7;13,2;0,7;12,5;70,38
AKTIESELSKABET CARL CHRISTENSEN;41994010;201912;DKK;200;25 072;257 185;291 488;-0,57;0;2,26;2,03;0,75;0;1,54
Geveko Holding AB;5590157615;201812;SEK;289;80 659;30 790;-83 837;24,41;16,06;19,6;10,2;2,9;7,3;12,96
Söderbyleden Stormarknad AB;5560984113;202001;SEK;187;49 420;36 411;60 249;6,45;1,08;57,6;29,1;0;29,1;66,21
Cervera Group AB;5590031497;201908;SEK;328;-14 504;86 128;-33 977;2,36;1,55;-47,4;-7,9;5,8;-13,7;-17,31
Cervera AB;5567011209;201908;SEK;325;-11 633;90 501;-67 926;2,39;0,62;-16,8;-6,6;1;-7,5;-14,71
Bildeve Aktiebolag;5560838251;201912;SEK;145;39 941;55 273;59 206;-2,53;1,4;24,9;11,1;1;10;24,05
Abdon Group AB;5561846485;201812;SEK;271;35 781;135 786;210 494;-5,62;-8,14;0,4;1,7;2,8;-1,1;1,82
GRB Österlen Fordon AB;5569146482;201912;SEK;130;18 805;161 418;186 914;-6,19;-4,41;9,1;6;1,4;4,6;8,28
COLOR LINE. DANMARK A/S;45107728;201912;DKK;100;14 700;2 051;65 934;4,26;0;5,42;2,44;2,7;0;4,3
Lantz Järn & Metall Aktiebolag;5564975224;201906;SEK;122;82 609;22 702;208 154;48,84;25,77;15,1;6,9;1,3;5,6;9,72
Cycleurope AB;5561416479;201912;SEK;214;3 600;6 000;46 900;-3,06;0,94;-21,4;-0,5;2,1;-2,6;-0,86
Rittal Scandinavian Aktiebolag;5560861741;201912;SEK;155;34 197;189 225;235 784;10,85;4,73;12,1;9,5;0,4;9,1;12,07
XR Bolagen AB;5567623458;201912;SEK;147;63 207;43 146;141 985;0,26;3,52;10,7;4,8;0,9;3,9;6,6
Svenska Entreprenad & Förvaltningsaktiebolag;5565423968;201912;SEK;143;-52 658;20 992;23 808;30,88;15,32;-216,1;-23,7;0;-23,7;-216,04
Byggnavet AB;5565197000;201912;SEK;232;55 542;67 698;99 750;10,09;-2,52;52,8;16,2;0,2;16;49,2
Braathens Regional Aviation AB;5564583101;201912;SEK;200;192 492;16 059;5 229;21,29;-6,98;230,1;78,4;0;78,4;230,07
Maximat Nordby AB;5566172317;201912;SEK;121;105 290;107 900;118 375;2,84;-9,02;81,4;48,6;0;48,6;84,33
BOLIA A/S;25451996;201908;DKK;100;73 591;-43 468;32 537;3,18;0;13,47;7,34;1,41;0;14,46
MVB Astor Bygg AB;5565278198;201912;SEK;132;19 618;27 892;23 163;3,22;-4,35;70,9;9,1;0;9,1;83,26
Tommy Byggare AB;5566781943;201912;SEK;222;51 202;26 063;58 392;4,75;-11,2;63,6;14,6;0,5;14,2;50,65
Philip Morris Aktiebolag;5561238089;201912;SEK;147;49 650;26 450;37 052;-14,72;22,5;127,7;21,3;0,2;21,1;128,6
HILTON FOODS DANMARK A/S;32664083;201912;DKK;200;41 468;-47 463;41 076;3,49;0;24,15;7,03;2,86;0;10,85
Kongsberg Automotive AB;5565322145;201912;SEK;396;24 604;154 430;29 070;-7,36;-7,48;6,2;3;1,8;1,2;11,31
Damco Sweden AB;5563308542;201912;SEK;112;-2 564;26 603;23 885;0,58;-16,42;7,6;2;1,4;0,6;20,41
Rolf Ericson Bil i Falun Aktiebolag;5560565128;201912;SEK;207;33 033;141 757;253 621;-3,61;2,99;10,3;5,3;1,4;3,9;6,33
Certego AB;5565295911;201912;SEK;439;60 388;22 200;28 035;7,27;5,28;97,5;14,6;0,5;14,1;96,16
Akzo Nobel Adhesives AB;5560045311;201812;SEK;177;24 858;102 083;147 571;3,89;-2,21;15;7;0,3;6,7;16,45
Nybergs Bil AB;5560559162;201912;SEK;147;78 286;135 872;93 784;-5,71;-2;37,7;22;0,4;21,6;58,2
K.G. HANSEN & SØNNER A/S;29603413;201912;DKK;100;52 901;141 712;146 002;1,9;0;31,76;13,94;1,58;0;40
Würth Svenska Aktiebolag;5561093021;201912;SEK;436;5 390;-43 442;83 187;3,38;8,46;-26,5;-0,5;6,5;-7;-1,79
Stokkebye AB;5569397960;201912;SEK;105;95 731;-82 656;238 863;-5,16;-0,94;26;10,5;0,2;10,2;24,25
Royal Design Group Holding AB;5568973647;201908;SEK;251;-9 822;-27 660;-152 579;12,46;21,84;-42,7;-8,7;3,5;-12,2;-13,39
NorDan AB;5562944529;201912;SEK;344;24 163;-11 173;66 799;5,13;-15,06;1,1;0,7;0,6;0,2;1,67
GEODIS DENMARK A/S;35451714;201912;DKK;100;6 709;19 059;17 493;1,96;0;25,92;3,19;8,86;0;26,34
H Lindströms Bil Aktiebolag;5560553561;201912;SEK;153;51 429;101 984;92 417;5,56;6,99;32,8;13,9;0,4;13,5;27,76
LGT Group AB;5590036314;201912;SEK;438;2 745;-77 374;-86 690;3,13;-0,9;1 731,8;-0,2;5,2;-5,4;77,46
amokabel AB;5566672944;201912;SEK;210;68 169;269 390;317 938;9,97;12,9;15,8;10;1,9;8,1;13,47
Sika Sverige Aktiebolag;5560548165;201912;SEK;105;41 570;-9 688;55 941;3,62;1,94;49,1;13,8;1,1;12,7;51,97
Visma Enterprise AB;5563293280;201912;SEK;355;133 758;24 779;27 239;6,9;2,6;481,7;37,2;0;37,2;458,7
HAY ApS;26799945;202005;DKK;100;54 496;180 979;225 431;-23,57;0;21,57;14,45;0,63;0;23,38
Gudrun Sjoden Group AB;5564383148;201912;SEK;280;80 825;99 215;62 667;11,42;-18,37;72,6;11,3;1,2;10,1;16,63
MASKE AS;975872378;201912;NOK;160;49 586;90 168;69 304;-2,2;-10,61;40,08;20,17;49,45;20,12;40,79
Sibbhultsverken Group AB;5569310674;201912;SEK;360;43 074;-59 703;82 962;-5;-5,51;2,9;1,7;1,5;0,2;3,01
EMR, MURER & ENTREPRENØR A/S;14729984;202004;DKK;200;30 279;96 107;81 194;9,64;0;21,85;11,95;1,34;0;32,15
Eitech Engineering AB;5563274314;201912;SEK;158;-16 310;36 333;30 086;3,86;11,27;-57,2;-4,4;0,2;-4,7;-54,48
Kung Fu Invest AB;5566635693;201908;SEK;286;73 834;66 283;108 437;22,27;29,41;34,5;12,5;1,7;10,8;18,3
Xylem Water Solutions Sweden AB;5569060899;201912;SEK;189;31 994;118 996;56 700;1,31;-0,53;31,7;9,3;0,7;8,6;51,98
TMK A/S;75924712;201912;DKK;200;131 814;3 967;76 104;17,18;0;66,79;34,64;1;0;80,13
Flint Group Sweden AB;5560044181;201912;SEK;146;46 290;35 874;58 884;-8,87;-13,1;34,7;9,9;3;6,9;48,47
Nordcloud Group AB;5591044556;201912;SEK;437;20 378;31 528;-63 618;51,32;41,42;-49,1;-2,3;4,8;-7,1;-3,75
Stömmestad Förvaltning AB;5567386148;201912;SEK;168;114 064;113 049;140 690;2,75;2,44;57,8;22,3;6,8;15,4;39,06
J-O Johansson i Varberg Aktiebolag;5560541335;201912;SEK;393;54 569;195 799;268 301;-2,61;-7,31;5;2,7;1,5;1,1;3,55
TeknikMagasinet Sweden Aktiebolag;5563813038;201906;SEK;292;2 048;-16 118;11 238;12,88;-4,58;-735,8;-56;1,9;-58;-8,75
Royal Design Group AB;5565732426;201908;SEK;236;-7 950;-111 220;-32 293;12,34;24,87;-384,6;-7,1;4,3;-11,4;-19,24
Tommy Nordbergh Åkeri AB;5562504695;201912;SEK;440;45 737;-13 936;21 496;6,1;15,79;8,1;3,6;1,9;1,7;9,36
Venue Retail Group Aktiebolag;5565401493;201908;SEK;366;-10 178;-66 028;-374 802;-4,06;-6,15;-88,8;-7;1,8;-8,9;-15,99
MULTILINE A/S;10665841;201912;DKK;100;64 978;57 518;41 499;2,98;0;66,52;18,14;2,56;0;64,89
Kanonaden Entreprenad AB;5562312636;201912;SEK;0;0;0;0;-100;-100;0;0;0;0;-
HIMMERLANDSKØD A/S;31426340;201912;DKK;100;44 631;54 703;97 689;4,85;0;30,32;19,16;0,91;0;30,64
engcon Nordic Aktiebolag;5564056835;201912;SEK;108;184 520;121 838;102 175;5,94;14,89;127,9;70,2;1,1;69,2;131,57
Mårtenssons Partiaffär Aktiebolag;5560628348;201912;SEK;220;25 944;88 313;172 784;4,2;-0,45;13;8,4;0,9;7,5;10,86
Gotlands Slagteri AB;5568183429;201912;SEK;142;-1 207;-41 322;-43 109;-16,21;-16,47;-19,1;-3,7;0,9;-4,7;-8,69
Apotekstjänst Sverige AB;5565774097;201904;SEK;196;63 522;34 608;40 127;11,84;18,79;155,8;39,1;0,4;38,8;156,9
Componenta Främmestad AB;5561880765;201812;SEK;182;5 528;83 471;123 997;1,86;13,04;-9,4;-4,4;1,8;-6,2;-6,48
BOEHRINGER INGELHEIM DANMARK A/S;14450807;201912;DKK;100;63 050;-9 494;-66 330;6,94;0;-316,8;21,7;-11,02;0;-455,76
SJØMATHUSET AS;971190744;201912;NOK;133;23 889;42 462;24 968;12,69;-5;25,52;8,69;27,29;8,1;31,84
Axess Logistics Sweden AB;5565489696;201912;SEK;409;46 995;-5 304;32 772;-7,84;7,07;82,7;12;1,1;11;35,39
VELFAC A/S;24347214;201912;DKK;100;23 257;100 888;46 809;4,76;0;19,63;9,12;1,73;0;26,75
AWA Holding AB;5563883940;201912;SEK;313;56 073;105 360;131 218;17,67;13,41;35,8;13,7;0,4;13,3;23,81
Uddevalla Utvecklings Aktiebolag;5560463506;201912;SEK;364;204 946;68 489;150 594;-0,33;0;18,6;4,7;1,2;3,5;10,86
S-Invest Trading Aktiebolag;5562868405;201912;SEK;114;-8 350;338;65 940;-11,79;2,7;-35,9;-9,5;0,9;-10,4;-21,02
KCA DEUTAG MODU OPERATIONS AS;979392710;201912;NOK;337;28 881;521;39 653;-4,19;10,49;344,89;13,65;3,61;13,1;377,7
P. Wikström J:r Aktiebolag;5560397431;201912;SEK;321;105 978;224 708;443 793;4,52;3,88;16,3;11,8;1,4;10,3;15,51
Korsbol Invest AB;5566437330;201912;SEK;222;75 856;275 065;316 334;-5,07;1,83;23;15,9;0;15,8;22,98
Columbus Sweden AB;5568177124;201912;SEK;453;43 225;30 456;21 406;30,42;22,1;126,5;16,8;1,9;14,9;200,13
Mustad United C.O. Aktiebolag;5560116971;201812;SEK;468;69 466;294 252;273 177;0,59;-2,9;6,7;3,6;1,9;1,7;5,11
Cisco Systems (Sweden) Aktiebolag;5565537684;201907;SEK;264;93 985;178 176;192 027;17,05;-0,38;43,1;24,4;3,3;21,1;46,05
Semantix International Group AB;5590674973;201912;SEK;346;65 552;178;187 219;-12,8;-2,54;-9;-1,7;2,7;-4,4;-2,13
SRG HOLDING AS;994164473;201912;NOK;237;38 347;55 672;-8 069;15,22;5,8;0,23;2,45;7,56;-0,04;4,71
INNTRE HOLDING AS;986044388;201912;NOK;367;53 792;234 354;39 418;-15,77;3,67;5,86;4,66;43,08;1,75;5,76
Lillemor Design AB;5566121280;201912;SEK;148;134 400;185 400;-6 500;78,04;14,73;177,6;36,9;1,8;35,1;54,01
Nordic Brass Gusum AB;5566392279;201912;SEK;127;2 529;57 374;53 670;-1,3;3,25;-32,9;-2,5;3,7;-6,1;-7,86
Götenehus Group AB;5563134484;201912;SEK;232;63 551;287 788;166 322;-18,12;26,09;15,5;6,9;1,2;5,8;11,33
Consortio Invest AB;5569252819;201912;SEK;222;42 199;30 392;92 047;-17,61;-2,63;23,4;7,3;1,6;5,7;10,75
Apple Retail Sweden AB;5568691942;201909;SEK;216;33 559;31 729;203 056;12,15;1,89;10,2;6,6;0;6,6;9,95
ANDERS NIELSEN & CO A/S;21151084;201912;DKK;100;42 780;9 812;88 365;18,41;0;26,97;13,56;1,73;0;44,17
NORDEX FOOD A/S;16994006;201912;DKK;100;12 024;-159 136;55 931;2,57;0;17,57;7,17;2,7;0;10,38
Lagans Byggnads Aktiebolag;5564917408;201912;SEK;134;53 492;46 046;54 883;14,12;-4,29;91;31,7;0,5;31,2;74,52
CONSCIA DANMARK A/S;27126502;201909;DKK;100;111 226;45 531;118 209;13,57;0;85,39;33,49;3,41;0;172,59
Nimb Holding AB;5569102352;201912;SEK;118;71 303;135 647;172 475;-1,3;10,28;43,1;19,6;0;19,6;41,97
ROBERT BOSCH A/S;55112819;201912;DKK;100;21 463;40 234;22;6,41;0;17,15;7,22;2,33;0;25,66
Midroc Automation AB;5569732828;201912;SEK;220;86 525;105 685;75 885;40,8;20,22;60,8;16,9;0,6;16,3;62,47
CPAC Systems AB;5565662870;201912;SEK;150;149 046;14 976;18 212;12,53;11,11;591;35,6;0;35,6;591,01
Winn Hotel Group AB;5564223096;201912;SEK;487;73 897;32 215;197 073;1,97;-2,79;20,8;8,9;1,3;7,6;13,03
Hilding Anders Sweden AB;5562897941;201912;SEK;186;22 019;31 550;67 278;-5,79;-6,53;13;5,2;2,2;2,9;18,02
ALPI DANMARK A/S;15129506;201912;DKK;100;20 897;-19 604;78 845;17,08;0;8,78;5,61;1,63;0;12,34
Bolagsgruppen Lotorp AB;5566690599;201912;SEK;214;66 337;189 421;199 547;9,4;10,31;25,2;12,3;1,7;10,6;19,34
Mastec AB;5561912568;201912;SEK;401;32 267;83 198;77 700;-18,13;-18;4,6;3,4;3;0,4;4,44
MTR Tech AB;5567627160;201912;SEK;428;50 817;-38 772;23 800;0,97;2,88;36,4;6,8;0,3;6,6;85,8
DSV Air & Sea AB;5563369296;201912;SEK;108;28 084;150 939;69 440;5,68;52,11;21,7;8,9;0,7;8,3;38,97
Argynnis Group AB;5562461995;201912;SEK;319;80 453;167 581;181 064;32,29;11,54;31,1;12,2;1,7;10,4;22,05
Johan Ahlberg Bil AB;5560575598;201912;SEK;155;16 364;55 798;62 432;5,93;18,32;13,6;5,8;2,2;3,6;10,19
Skobes Bil Mitt AB;5561401992;201912;SEK;118;40 170;72 925;95 442;2,38;-0,84;24,7;14,5;2,4;12,2;31,72
Vossloh Nordic Switch Systems AB;5564644010;201912;SEK;160;75 396;88 959;90 103;5,24;2,56;39,1;22,5;1,2;21,2;70,53
Tage & Söner Förvaltnings AB;5565360673;201912;SEK;272;16 811;62 284;59 025;-7,91;-12,26;42,3;6,4;2,2;4,2;2,7
TECHSTEP NORWAY AS;977189888;201912;NOK;109;20 534;-18 732;35 435;0,43;-9,92;17,69;5,8;29,67;3,78;11,52
BC CATERING ROSKILDE A/S;19354598;201909;DKK;100;24 801;11 184;29 420;1,32;0;88,47;18,04;4,32;0;83,71
Intrac Holding Aktiebolag;5567288310;201912;SEK;251;20 998;86 593;140 927;12,5;7,73;5,7;3;1;2;4,89
Vagabond International Aktiebolag;5563708600;201912;SEK;112;121 112;308 634;224 049;0,2;0;40;32,5;4,8;27,7;52,26
Hästens Sängar Aktiebolag;5560526377;201912;SEK;271;39 808;36;83 000;6,36;8,84;7,6;5,6;5,3;0,3;15,39
Treano Bygg AB;5565306197;201912;SEK;184;29 582;16 036;43 446;21,07;0,55;54,3;11,9;0,2;11,7;53,3
ALBATROS TRAVEL A/S;20342781;201912;DKK;200;26 370;84 598;112 517;-3,38;0;38,82;10,84;3,24;0;29,05
Brandt Fordon Aktiebolag;5563769123;201912;SEK;134;9 051;31 335;32 646;-3,91;-1,47;21,4;3,7;1,3;2,3;46,38
HHM A/S;67294815;201912;DKK;200;27 881;92 489;69 536;28,36;0;27,89;10,75;2,13;0;34,86
Forsbergs Fritidscenter i Hyssna Aktiebolag;5564317856;201912;SEK;107;19 336;141 383;168 458;-0,5;13,83;5,4;3,7;2,2;1,6;5,03
LEIF GRIMSRUD AS;832516902;201912;NOK;229;70 461;44 785;53 114;6,27;0;19,71;11,46;32,81;8,71;34,91
Akzo Nobel Decorative Coatings AB;5561428011;201812;SEK;438;68 031;-1;103 895;-9,71;-15,44;32,5;12;0,2;11,8;44,45
Kitron Aktiebolag;5565889739;201912;SEK;195;57 201;67 891;89 983;10,47;12,72;45,8;16,1;1,6;14,4;45,84
Texla AB;5560530536;201908;SEK;285;57 941;175 058;262 115;-4,96;-4,68;19,6;13,8;0,3;13,5;19,78
NYAB Sverige AB;5563946267;201912;SEK;108;55 180;118 971;97 834;15,67;10,2;41,3;21,5;0,5;21;49,56
ADSERBALLE & KNUDSEN A/S;29919089;201912;DKK;100;15 714;109 491;71 290;3,82;0;13,03;4,02;3,17;0;17,87
POLARICA HOLDING AB;5568114168;201904;SEK;235;41 587;164 307;16 639;-2,41;-18,4;-303,2;-3;4,9;-7,9;-3,7
AddPro AB;5569908485;201912;SEK;270;86 453;182 827;122 248;130,72;60,71;50;24,1;0;24,1;70,93
Egmont Publishing AB;5560469206;201912;SEK;195;41 627;-68 299;10 023;-3,81;-4,41;108,2;8,9;2,8;6,2;131,58
Eson Pac International AB;5590071865;201912;SEK;374;-22 141;-14 737;-115 212;-2,42;-18,87;-61,2;-14,8;2,4;-17,2;-26,17
Zinzino AB;5567331045;201912;SEK;134;33 529;-33 298;16 960;43,14;7,2;42,1;4,8;0,4;4,5;21,94
ANDERSEN & MARTINI A/S;35037209;201912;DKK;100;-96;38 582;35 557;87,84;0;-6,23;-0,01;2,63;0;-0,11
Securitas Direct Sverige AB;5568939010;201912;SEK;156;150 333;-31 663;1 808;7,59;0;403,9;36,8;0;36,8;3 712,45
DR ING A AAS-JAKOBSEN AS;941019285;201912;NOK;187;87 874;84 601;71 252;-11,63;7,47;84,08;26,44;32,95;26,29;80,24
Vida Borgstena AB;5560141128;201912;SEK;110;162 693;-58 718;12 640;-1,74;-5,17;174,6;46,4;0,1;46,3;695,27
STARKA AB;5567359541;201912;SEK;333;26 293;63 232;117 044;-7,58;-4,58;0,4;1,2;1,9;-0,8;-4,94
Signode Sweden AB;5562474204;201812;SEK;137;53 335;43 669;64 012;12,2;2,24;56,9;18,3;0,1;18,2;66,87
Byggconstruct Uppsala AB;5564931318;201908;SEK;131;40 277;49 137;59 538;41,57;1,55;47,4;18,7;0,1;18,6;47,53
Nova Airlines AB;5564900875;201812;SEK;113;48 852;29 411;16 087;16,07;3,67;148,9;17,5;0;17,5;148,97
WirelessCar Sweden AB;5566404785;201912;SEK;168;52 193;199 933;99 586;46,54;71,43;23,7;12,6;1,7;10,9;25,45
AR Packaging Systems AB;5560446063;201912;SEK;147;103 118;74 484;131 889;-6,04;-6,96;59,7;22,6;1,9;20,8;63,07
AllOffice Nordic AB;5561859629;201912;SEK;283;7 989;65 676;30 687;-2,37;-10,73;-39;-3,5;0,8;-4,3;-11,04
Indiska Magasinet Aktiebolag;5560085424;201808;SEK;337;30 806;-21 995;-67 576;-8,2;-12,69;577;12,8;1,8;11,1;666,42
FORESTIA AS;981393961;201912;NOK;211;91 020;94 103;149 226;0,71;0;29,74;18,58;27,93;15,34;34,68
Gorrissen Federspiel Advokatpartnerselskab;38052497;201912;DKK;200;19 387;102 591;350;11,64;0;14,12;4,92;2,62;0;16,6
Byggsystem P.G Nilsson Aktiebolag;5564081601;201412;SEK;377;30 867;128 183;144 646;19,28;-7,14;63,3;27,4;1,3;26,1;8,07
LK Systems AB;5562742758;201912;SEK;115;139 696;203 306;45 081;-3;6,48;272;37,3;0,8;36,5;291,07
EGIL RASMUSSEN A/S;18296047;201912;DKK;200;18 977;62 037;54 671;21,48;0;21,15;7,69;2,51;0;11,47
Charkuterifabriken Sverige AB;5566270012;201912;SEK;156;16 410;-78 483;4 237;21,32;20;24,5;5,9;2;4;14,88
BERTEGRUPPEN Aktiebolag;5563324010;201912;SEK;163;76 021;14 122;142 744;4,15;0,62;25,6;7,6;1,2;6,4;10,75
OneCo Networks AB;5566702147;201912;SEK;471;-88 064;12 040;-1 421 111;-0,84;-5,23;-560;-59,5;43,5;-103;-371,56
SFDC Sweden AB;5566656814;201901;SEK;254;40 263;85 138;48 287;32,67;34,39;48,7;12,8;0;12,8;79,75
MTA Bygg & Anläggning Halland AB;5567944847;201912;SEK;207;15 394;61 946;43 538;19,48;-0,48;21,5;6,8;0,5;6,2;35,68
CARL RAS A/S;70587114;201912;DKK;200;21 106;205 291;258 405;-1,88;0;5,45;3,17;0,43;0;3,65
ITELLIGENCE A/S;26901448;201912;DKK;200;73 358;146 570;239 644;3,36;0;24,33;13,6;0,88;0;26,22
Vedum Kök och Bad Aktiebolag;5562090521;201912;SEK;381;36 924;64 185;120 576;-3,31;0;11,4;6,8;0,1;6,7;18,91
COBAB Sverige AB;5567203152;201908;SEK;122;49 080;43 783;102 209;16,14;2,52;51,1;20,3;0;20,3;47,72
SOVA AB;5569508939;201804;SEK;216;-127 086;-21 258;8 768;8,9;-3,57;-48,6;-8,7;0,6;-9,3;-14,48
Alltransport i Östergötland AB;5565469300;201912;SEK;127;21 547;27 608;76 101;5,23;5,83;5,5;2,4;0,7;1,8;4,35
Fresks Försäljning AB;5560877325;201912;SEK;196;53 306;175 907;169 618;-5,87;-8,84;21,7;11,6;0,2;11,5;25,84
ALSTOM Transport AB;5560589094;201903;SEK;264;-39 793;57 236;26 894;45,72;46,67;-66,3;-12,5;0,5;-13;-64,58
BESTSELLER Stores Sverige AB;5564602893;201907;SEK;322;46 635;121 734;155 241;6,41;1,58;14,7;10,7;0,2;10,5;14,74
Nordic Imaging Group AB;5567217723;201912;SEK;140;6 508;-28 929;46 187;3,05;-4,11;-40,9;-5,3;2,6;-7,9;-16,61
